screen_id,category,total_elements,clickable_elements
29222,other,46,9
4349,travel,30,9
21575,other,30,5
15688,other,64,18
27821,other,106,35
34841,other,16,3
62850,other,95,9
59887,other,24,4
37587,other,34,10
34112,utility,107,20
8728,other,16,4
54042,utility,31,3
26423,other,19,3
6505,other,16,2
5979,other,27,4
59807,other,32,8
45085,other,92,20
38020,other,49,26
61991,other,60,19
25282,other,56,12
19223,other,54,8
8693,other,37,12
37490,other,47,6
3722,social,37,5
4044,other,56,12
65725,other,61,8
67613,other,83,12
6904,other,53,15
71359,other,27,3
11968,other,78,4
9132,other,68,14
1976,other,27,1
759,other,32,8
10665,other,54,3
57483,other,8,1
44282,social,48,12
7852,other,30,11
15661,other,107,26
3266,other,116,51
31006,other,23,5
36716,other,11,2
61023,other,33,7
21092,other,28,4
38843,other,26,9
14096,other,16,2
36192,other,33,7
60173,other,101,6
12458,other,20,1
53685,other,13,3
52355,other,76,1
20149,other,16,2
47962,other,14,1
13864,other,107,7
51713,other,20,1
68950,other,100,42
53698,other,28,12
4443,other,45,11
29773,other,18,2
37874,other,30,2
36737,other,60,8
55017,other,9,1
564,social,7,1
46642,other,52,14
30308,food,32,4
57727,other,33,9
59119,other,69,14
71697,utility,21,3
33040,other,30,5
10534,shopping,23,1
6962,other,116,12
44936,other,57,5
50307,other,34,10
6764,other,17,2
56370,other,19,5
36866,travel,54,4
39644,social,46,8
52566,other,74,16
23782,food,42,12
46064,other,63,24
51222,other,19,2
62058,finance,4,1
50780,other,55,3
53113,finance,45,10
39395,other,33,2
56189,other,20,1
33126,other,27,8
61639,social,7,1
52916,other,17,2
36918,other,46,1
61246,finance,13,1
23265,other,66,21
3013,travel,15,2
15615,other,12,1
12450,other,17,5
45622,other,100,8
32427,other,104,20
9060,other,71,7
57964,other,69,12
57560,other,50,18
58943,other,15,7
18431,other,61,13
44475,other,13,1
45836,other,20,5
29033,other,41,1
24329,shopping,35,6
16230,other,19,5
66033,other,48,11
46530,other,15,4
30824,other,5,1
44527,other,19,5
8744,travel,22,2
60039,other,49,8
991,utility,83,15
2079,other,39,6
11552,other,27,1
11850,other,38,7
62569,other,12,2
4578,other,42,8
4911,food,32,4
27329,other,17,1
26169,other,64,1
61169,other,20,5
30285,games,7,2
58055,other,22,5
38091,other,40,4
43506,travel,64,12
68675,other,13,2
69380,other,39,9
13996,other,71,2
34875,food,48,13
27393,other,15,3
51408,other,11,2
43643,news,26,3
33699,other,12,2
18280,food,32,13
13167,other,22,1
6001,other,87,3
694,other,32,12
18357,finance,22,3
398,other,85,16
29911,other,75,21
47834,other,54,16
58736,health,37,5
10312,other,81,11
8069,other,13,3
32715,social,43,14
25842,other,58,17
59316,other,68,12
48428,other,22,2
47409,other,18,4
57294,travel,31,5
51454,social,75,17
63090,shopping,52,5
4533,other,42,3
69298,other,23,4
25688,other,37,6
33438,other,15,4
29991,other,81,18
29070,utility,26,5
54160,other,19,5
61837,utility,26,12
57306,travel,54,3
47853,other,52,12
54504,other,138,76
19348,food,61,16
57276,travel,46,7
35169,other,185,37
44422,other,23,4
58779,other,11,1
2657,other,18,5
17074,finance,49,9
3196,other,31,8
4423,other,23,2
48483,other,21,5
22970,health,42,7
61452,other,33,5
34154,other,23,5
40176,news,92,3
1656,other,44,9
19833,other,131,4
69788,other,61,8
64676,other,48,9
8334,other,71,27
15473,other,17,3
16192,other,9,1
1414,other,18,5
38235,other,104,5
18689,other,8,3
8023,other,70,5
70505,other,17,5
39642,social,99,18
15235,other,56,13
34650,finance,30,7
54771,other,79,11
44844,other,84,14
36785,other,13,1
4885,food,13,2
46981,other,49,10
44379,other,58,8
61471,other,38,7
36284,other,30,1
27671,other,11,1
48600,other,45,11
68386,other,83,18
52031,other,17,4
38149,other,52,10
39249,other,39,7
55612,other,37,3
42507,other,39,9
58390,other,54,11
37702,other,21,7
64212,social,41,1
19680,other,25,6
43537,utility,11,2
18503,other,29,6
69068,other,52,14
5705,other,26,3
40378,games,96,14
18649,other,24,2
5663,other,61,12
4402,other,19,2
45015,other,77,17
62744,other,18,5
55999,other,111,50
24253,other,47,3
40243,other,41,11
41402,other,74,27
12154,other,103,26
59360,other,37,8
2059,other,20,2
66739,other,30,5
34653,utility,33,3
1794,social,7,1
63576,other,22,2
37179,other,31,15
17412,other,79,23
18098,other,19,2
34670,other,72,20
69345,other,55,8
69881,other,28,8
12699,other,48,6
44624,utility,59,13
20344,news,33,3
17877,other,24,5
817,other,6,1
66291,other,15,2
71291,other,31,4
30243,other,35,1
29668,other,22,4
42241,other,29,13
11856,other,8,3
62232,travel,70,16
9824,other,36,2
19526,other,37,9
67487,other,18,5
48934,other,52,9
38023,other,14,1
71853,utility,19,1
3037,other,44,9
29005,other,106,39
68407,other,31,2
22389,games,60,7
974,social,38,4
69079,other,14,2
10125,other,15,7
18189,other,23,5
46256,social,21,6
33332,other,110,20
67325,food,63,20
70547,games,78,16
71035,other,17,5
41899,other,34,4
47872,other,14,2
30664,other,35,7
4742,other,12,2
40045,other,30,4
32629,other,24,3
61626,news,9,2
35144,other,19,2
63514,other,12,3
57632,other,46,8
49977,other,52,7
18873,other,61,13
9758,other,26,7
19255,other,16,4
43464,other,37,3
62523,games,14,3
40584,other,107,3
60327,other,17,2
72179,travel,33,8
54179,other,31,12
70642,other,65,14
20004,other,40,11
58147,other,144,16
31797,other,46,3
15995,other,47,3
51260,other,19,5
6825,other,16,2
5117,other,49,9
37239,news,46,9
35796,other,31,6
25610,utility,87,5
36320,other,43,6
32716,social,106,6
4585,news,56,10
13048,other,27,2
54375,productivity,98,7
39451,other,18,3
58679,other,19,8
64055,other,44,2
52746,social,32,8
15946,other,50,1
67682,other,33,7
56789,other,72,17
64375,other,38,11
47808,other,19,5
5160,games,33,6
60971,food,145,44
56800,other,29,1
30609,other,24,1
47117,other,44,5
72187,other,6,1
64073,shopping,22,3
52568,other,17,2
47003,other,21,1
15683,other,50,12
22962,utility,45,9
50837,other,42,13
45901,other,11,2
63650,other,67,10
60075,other,20,2
13538,other,8,2
47703,other,32,3
8897,other,19,3
22780,travel,28,8
59614,other,7,1
41566,shopping,42,10
43324,social,20,4
11224,other,36,9
69255,other,52,11
53547,shopping,58,5
45240,social,20,5
22137,other,16,1
11246,food,64,8
28434,travel,20,5
61962,other,10,3
23821,other,18,5
26414,other,34,8
56695,other,55,14
48288,other,50,16
39521,shopping,42,7
15653,other,48,9
45356,other,31,1
50045,other,44,8
31402,utility,70,6
36725,other,28,8
48890,social,7,1
12992,other,149,49
63858,other,12,4
11521,other,46,1
32781,other,42,5
39064,shopping,13,2
22183,other,49,12
8460,other,21,1
11592,shopping,34,2
44942,other,53,7
3118,other,34,6
67278,social,6,1
27205,other,14,2
16110,other,40,10
17687,other,30,1
16640,other,74,21
459,other,5,1
21342,news,15,1
29129,other,122,21
19662,utility,48,7
22342,other,18,5
27107,other,47,11
60765,other,21,2
70776,travel,68,10
70802,finance,53,3
71409,utility,57,8
6398,other,65,12
54878,games,42,10
21435,other,16,2
13929,other,23,3
68849,travel,52,13
31801,health,23,2
22268,other,25,9
11808,other,21,3
57186,other,24,3
13904,other,26,8
29915,other,91,22
63543,utility,24,1
66665,other,55,13
31378,other,114,16
19561,utility,27,5
37453,other,14,3
31719,social,7,2
2725,travel,20,6
35027,other,26,1
18102,other,43,5
13452,other,11,2
2361,other,67,10
26063,other,16,1
68131,other,31,13
66967,other,26,12
48715,other,75,26
25866,other,48,7
4273,other,33,6
43725,other,19,1
67570,utility,16,2
43441,utility,21,3
35632,travel,22,7
17711,travel,48,12
28034,other,37,12
14044,utility,20,6
31237,social,7,1
40842,other,49,11
46613,other,32,1
37077,other,19,5
14378,other,42,16
42122,food,24,8
11916,other,30,10
37100,other,32,9
5183,other,21,3
25682,other,85,5
67630,other,16,3
28026,other,84,18
4667,other,178,34
48723,other,74,9
62967,other,34,4
16810,news,118,12
2648,other,5,1
60408,other,18,5
46715,other,99,16
53085,other,60,10
68853,other,17,3
18406,other,56,13
30326,other,19,5
47576,other,18,1
37057,other,22,2
69589,news,84,8
15594,games,32,3
5199,news,63,17
43187,other,27,2
23663,utility,21,2
61716,other,60,21
69789,other,64,9
70457,other,30,5
45814,other,32,7
21344,news,8,3
61666,other,124,11
26406,other,14,2
45628,other,15,4
38169,news,55,3
46743,other,52,16
40003,other,7,2
12795,other,50,2
1006,travel,84,19
63589,other,74,26
50994,other,34,3
29372,other,93,17
53174,other,118,8
21294,other,33,4
10031,utility,48,8
1401,other,22,5
7896,other,65,3
28315,productivity,105,24
49445,social,7,1
26776,other,52,7
54961,games,32,7
35321,other,60,9
33506,other,17,2
51750,other,33,10
67795,other,45,9
48661,games,55,12
43834,other,21,2
28874,utility,21,3
13028,other,84,20
20886,other,54,11
58891,other,41,3
4539,other,53,7
47256,other,32,5
14688,other,38,2
30075,other,45,9
16018,other,48,9
36315,other,77,19
56249,other,22,4
62726,utility,98,16
19329,utility,94,11
57962,other,57,9
46825,other,28,10
28752,productivity,41,3
38715,utility,94,11
6524,other,58,14
5031,social,44,11
43467,other,64,8
31235,social,7,1
55117,other,30,2
32940,other,19,2
51951,productivity,17,1
27529,other,11,5
59757,other,22,6
64028,other,55,16
40068,other,85,8
28299,other,39,6
26457,other,21,2
53819,other,46,11
31518,utility,78,17
32882,other,9,1
9447,other,21,2
40506,other,84,10
67406,utility,81,39
3200,other,23,5
1105,finance,28,4
5581,other,25,7
1893,other,27,10
52778,other,79,3
10123,other,52,14
50199,other,17,4
41615,other,20,7
10257,social,8,3
10641,other,91,16
54521,other,45,13
21725,other,13,2
37475,other,13,4
8851,other,96,16
56129,games,45,10
64648,other,57,7
42462,other,110,15
60376,other,20,9
36160,other,35,9
45665,other,72,15
15423,other,40,9
6594,other,20,5
52937,other,20,2
53068,other,42,4
15186,utility,52,12
4570,other,64,11
12043,other,33,1
54444,other,87,23
39578,other,35,8
54494,other,32,11
18257,other,78,10
33609,other,59,6
3508,shopping,103,26
49676,productivity,134,22
666,other,87,8
35768,other,62,11
21972,other,8,3
60737,other,30,7
56160,other,18,2
10568,other,107,10
18358,finance,76,4
40691,news,22,1
34724,other,65,9
22999,other,68,6
39541,other,29,10
10622,health,26,5
67874,other,37,8
8127,other,45,12
11304,utility,87,5
64790,other,46,12
28861,news,117,11
54999,other,72,6
5693,other,36,9
33931,other,87,11
22907,other,25,5
16036,other,105,12
50494,other,61,17
66281,other,16,1
71098,other,62,15
57494,news,66,9
24842,other,76,11
25713,other,44,13
42782,other,50,24
63515,other,29,5
12440,other,18,5
28838,shopping,83,18
9943,other,86,9
7031,finance,15,1
8652,other,50,3
49997,other,28,12
24032,other,56,9
10481,other,93,9
23186,other,112,22
52154,travel,88,9
36364,other,30,1
1745,other,8,1
28601,other,16,1
9235,other,26,2
4318,travel,21,1
42794,utility,51,13
21515,other,12,3
62612,food,18,1
23044,other,18,2
53665,other,33,3
58862,other,57,16
47417,productivity,23,6
5448,other,63,14
55135,other,41,8
49788,other,18,5
4738,other,5,1
21858,other,12,2
65585,other,54,14
48844,other,20,2
67240,travel,119,7
59329,news,10,1
14353,utility,21,7
18521,productivity,32,14
27384,other,83,18
47683,news,107,6
69152,other,20,5
44643,other,45,5
5821,other,84,13
6168,other,18,3
28395,other,20,3
22928,utility,18,10
5484,other,153,20
11513,other,7,1
55906,utility,36,9
54825,games,75,14
45308,other,49,1
50555,other,12,2
26903,other,18,3
55005,other,54,6
4705,other,73,13
40149,health,37,6
10118,other,29,1
38383,news,55,4
9773,other,24,8
62842,other,41,8
52993,social,30,5
13451,games,64,16
31616,other,21,2
38751,social,23,7
37065,other,25,7
63463,other,56,8
18151,news,51,2
54972,news,34,9
44339,other,81,22
40956,utility,156,28
42891,other,36,7
34166,other,20,5
44277,other,13,2
60163,other,6,1
12897,other,19,5
57707,other,18,4
7429,other,65,8
13119,other,70,9
64357,other,31,14
37921,other,15,3
45277,other,27,3
39808,other,68,10
3110,other,81,9
10309,other,33,8
36097,social,7,1
23098,news,14,2
3244,utility,52,3
15464,other,16,5
47798,news,39,9
69110,other,26,4
58775,other,66,6
25118,other,34,10
55645,utility,20,4
38172,news,15,2
14987,other,38,9
2671,utility,46,2
23240,other,31,11
21100,other,41,12
32083,other,26,2
30739,other,43,11
1421,other,53,8
71182,other,22,6
9752,other,15,2
16481,health,13,1
1185,other,15,1
41825,other,13,2
38714,utility,86,13
11590,other,27,2
63785,other,33,7
51363,other,49,2
64793,other,87,14
26740,other,13,3
26540,other,24,9
17259,other,18,3
41416,other,37,20
25990,other,18,4
32830,other,84,33
13634,other,39,10
32365,other,35,3
44423,other,58,9
65381,other,12,3
6507,other,26,4
6127,other,47,13
49582,utility,110,16
50896,other,55,12
39156,other,19,4
6048,health,37,12
16404,other,12,4
513,other,42,8
39661,other,7,1
48249,other,125,22
9939,other,27,3
15705,other,29,5
14048,other,66,5
12205,other,23,7
35149,other,19,4
30888,other,24,5
55929,social,20,4
14351,utility,33,3
61702,other,39,9
18528,other,56,11
7966,other,58,13
39381,other,44,6
7799,other,53,10
30126,shopping,39,6
50328,other,58,3
8419,other,61,2
70817,shopping,17,2
14400,news,22,6
1683,games,56,16
54814,other,124,22
13720,other,52,9
47,other,19,2
13473,other,8,2
69390,other,17,1
35401,travel,63,23
36718,other,62,3
64171,other,18,3
50725,other,22,2
59711,other,31,4
37341,other,58,14
25628,other,50,2
49559,other,91,7
62005,other,45,8
53658,other,79,10
51200,other,55,5
10713,other,31,3
9910,other,32,2
35562,other,11,2
64819,other,36,5
70200,other,112,22
50959,other,105,20
50874,other,28,4
16797,travel,45,19
32761,other,8,2
7964,news,11,1
54706,other,23,5
6172,other,47,16
11709,food,54,9
66714,other,13,4
69930,other,52,10
31983,other,64,4
48821,other,32,11
22966,utility,69,15
17271,other,24,5
16881,other,78,14
69880,other,20,4
49281,other,32,11
62341,other,78,4
14507,other,28,5
49133,other,55,13
23034,other,7,2
47881,other,33,2
18430,other,9,1
52086,other,95,24
43742,other,117,4
27150,other,120,45
66282,social,7,1
65326,other,9,3
41913,other,69,15
62895,travel,26,3
5100,other,25,4
39544,other,156,13
22563,other,49,6
26284,other,57,13
19203,other,31,4
12935,other,68,17
14034,other,38,10
18536,social,7,1
30790,other,89,22
48622,other,19,5
38987,games,43,25
44015,productivity,11,5
53095,other,55,5
59859,other,64,17
33927,other,21,3
30762,social,78,30
9521,travel,32,4
45859,other,65,15
61251,news,49,9
19767,other,7,1
19905,other,21,8
41159,other,17,5
306,other,109,13
49809,other,15,2
32960,other,38,7
29488,other,17,2
34620,social,55,16
10547,other,91,7
44301,travel,44,7
69973,utility,71,19
53505,other,6,1
64540,other,78,7
66020,other,7,2
13834,other,15,2
25923,other,118,14
43616,other,20,2
4701,other,35,11
13644,other,160,23
38045,other,101,19
3302,other,43,11
23145,food,34,5
2346,productivity,18,2
64258,games,38,3
23521,news,78,21
61867,other,18,3
14565,games,32,6
32877,other,66,23
22778,travel,10,3
54216,other,32,6
68945,other,44,6
56017,other,27,7
71184,shopping,34,7
72064,other,32,7
49570,other,18,3
55872,other,14,2
32216,other,50,9
48217,social,7,1
47440,social,7,1
32499,other,50,8
50654,other,23,1
30014,other,40,8
37838,other,34,11
32014,games,21,1
20946,other,27,6
17049,finance,6,1
62548,other,51,33
12819,games,16,1
42913,utility,9,2
2473,other,17,3
65045,other,47,6
52174,other,28,5
24960,other,31,14
5592,social,7,1
25413,other,31,6
40952,utility,190,30
51197,other,41,6
24293,other,32,4
26028,other,6,1
41872,other,31,5
62840,other,35,6
60769,other,30,5
65327,other,7,2
58944,games,66,15
35051,finance,23,2
23793,other,24,7
36637,other,28,4
22460,other,54,2
10433,other,9,1
34247,social,6,1
10661,other,23,1
14937,other,62,3
33935,other,26,3
11984,other,19,2
46714,other,13,1
17719,travel,18,4
19558,utility,9,3
9382,other,29,3
39270,other,49,8
23086,other,50,8
51698,utility,21,3
48694,other,33,7
63624,other,14,4
9937,other,25,4
66028,other,71,19
11963,other,42,1
23376,productivity,45,12
8634,social,8,1
29043,other,26,4
21763,other,71,11
24701,other,81,8
27568,other,29,6
57558,other,34,6
21771,other,42,8
7860,travel,11,2
46703,other,47,7
26459,other,93,35
22057,news,80,21
23180,other,73,20
66295,other,20,6
21896,other,22,9
63369,other,22,3
16791,other,36,2
11381,finance,45,4
54808,other,13,1
19177,other,18,4
35246,travel,24,5
5329,other,36,8
64604,other,26,1
32664,other,18,1
24101,other,83,5
30363,other,52,9
40289,other,26,5
26097,other,18,2
63310,shopping,64,1
34837,other,22,6
53736,travel,89,8
21581,utility,17,1
44885,other,55,12
67609,news,23,5
6364,news,31,8
57036,other,51,2
14373,other,54,1
17923,other,19,1
19686,other,77,15
18742,other,11,2
22795,other,31,12
22918,other,23,1
45285,social,17,5
3520,other,46,9
55992,other,13,2
34950,news,13,4
31214,other,20,3
49558,other,141,7
38562,other,34,15
5201,news,81,23
6988,social,7,1
13070,other,27,8
72175,other,12,1
50650,other,49,1
48792,other,27,5
22762,social,20,4
45504,travel,69,25
65468,other,17,5
19980,other,40,10
31949,other,29,4
66855,other,23,11
7436,other,28,5
65631,other,11,2
28790,games,29,9
18459,health,18,6
43703,other,49,16
9074,other,86,19
42463,other,167,25
62955,social,58,22
58112,other,18,3
15439,other,49,7
41229,other,30,14
53914,other,17,5
50583,other,19,5
14336,other,29,7
21297,games,29,5
43724,other,17,1
35853,other,18,5
59669,utility,16,3
52668,other,27,7
9191,other,31,4
43759,other,7,2
61841,other,73,6
43074,other,79,18
72007,other,11,1
68658,social,20,4
2209,travel,54,13
3153,other,38,8
57136,other,73,18
34928,utility,48,6
9655,travel,20,3
5600,news,35,10
42055,other,17,1
57359,other,21,6
62878,travel,46,6
41428,other,61,11
27978,other,8,2
48395,other,19,2
36675,other,14,2
52133,other,18,5
48582,other,52,16
62951,other,57,9
12426,social,7,1
62833,other,28,5
24737,other,29,7
23636,other,72,14
40028,other,25,5
25723,other,29,6
36353,other,29,6
24673,other,14,1
3042,other,41,12
38243,other,23,5
8060,utility,85,15
65905,health,77,19
20611,health,157,5
34941,other,38,16
67534,other,4,1
46455,other,25,8
70465,other,24,5
18968,other,45,9
59688,other,81,10
1560,other,20,5
29731,other,16,1
39538,other,60,2
44370,other,31,7
33525,social,6,1
25406,food,109,18
9130,finance,6,1
64445,other,177,16
8308,other,128,47
43953,other,22,1
68122,other,39,10
71751,health,18,5
7230,games,23,5
39967,utility,16,5
41012,social,92,24
38749,other,32,11
372,travel,35,1
34542,other,53,13
4301,other,16,4
72045,other,22,1
69570,other,18,6
35461,other,15,7
68104,other,49,9
22127,other,132,34
39368,social,7,1
25685,other,37,6
9510,other,52,15
52710,other,14,4
15086,other,18,3
34006,other,25,5
69989,social,18,1
69467,travel,164,24
43270,other,16,4
43994,news,48,6
46201,utility,26,5
52552,other,50,5
15240,other,61,13
64811,other,85,20
25255,other,82,19
9631,other,22,2
17929,other,18,5
67093,shopping,44,7
34089,other,19,5
1258,other,18,1
69406,other,18,7
67386,other,31,11
32375,health,23,4
23227,other,31,9
62303,social,22,3
32084,utility,4,1
26712,other,45,7
3021,finance,16,6
59283,social,7,1
9179,other,28,5
990,utility,43,9
28402,shopping,19,4
22855,utility,51,3
56696,other,18,3
49864,other,31,8
70450,other,39,7
62322,other,18,3
57392,other,17,2
67872,other,70,20
45980,food,36,19
69388,other,46,9
10574,games,8,1
60879,other,37,6
30005,other,30,6
64036,other,45,13
3321,news,48,6
36859,other,29,11
36999,news,62,16
48313,other,21,3
60086,other,69,6
5334,productivity,39,5
10790,utility,18,5
41313,other,37,8
53242,other,14,4
9614,other,28,9
60295,other,75,8
20024,utility,94,8
36467,other,17,1
2524,other,21,3
25195,other,28,8
57835,social,55,6
59523,social,19,4
70345,utility,42,7
41468,news,24,1
25681,other,87,5
44191,social,32,10
70479,other,23,5
46581,other,53,12
62404,games,95,26
41110,other,11,1
57784,travel,83,8
40613,other,39,20
32822,other,86,25
15749,other,165,24
30874,other,102,17
22681,other,48,8
38514,other,15,4
60882,other,70,9
5622,other,48,10
7755,news,63,14
64796,other,60,5
39165,other,36,1
72042,other,53,11
4695,other,60,5
1199,utility,83,14
63526,games,8,3
19283,news,17,3
48140,other,24,2
18576,other,67,16
30395,other,41,3
6391,food,33,6
10648,other,21,4
43147,other,99,21
9200,social,6,1
33710,news,65,12
61876,social,7,1
2511,other,16,3
37865,other,92,26
38293,other,65,10
5540,other,36,11
64186,other,47,10
36830,other,7,2
6040,health,9,1
61460,other,7,1
69176,social,7,1
70401,other,67,11
30015,other,18,2
31854,travel,72,26
4877,other,129,9
11520,other,33,12
47535,other,45,15
12130,other,22,5
19294,news,37,7
20370,other,26,4
66882,other,35,9
47572,other,19,3
51584,utility,21,3
4979,other,87,2
50130,other,16,3
47921,utility,33,8
36038,other,64,10
35394,other,23,6
23708,social,7,1
36021,other,24,2
14266,travel,9,2
45414,other,6,1
35721,other,121,21
22711,other,24,4
41489,travel,63,16
1731,other,28,1
32056,other,9,2
47658,other,48,5
39991,other,8,2
5219,shopping,29,2
30328,other,41,6
16258,finance,18,2
21585,other,33,7
17006,health,13,2
54653,other,58,2
4660,other,117,17
70695,other,55,3
12122,other,101,7
62520,social,7,1
49811,other,109,13
9734,travel,27,7
64263,games,29,7
22611,other,26,4
23369,games,44,6
14661,other,69,20
70029,other,34,2
29026,other,56,10
23827,other,50,8
25623,other,110,18
2949,other,17,3
53649,other,16,2
70946,other,59,12
14690,other,32,5
40197,other,39,12
67422,other,22,7
34609,social,21,6
44353,other,16,7
1074,other,15,4
21608,other,19,2
63441,utility,42,8
7508,utility,6,1
36051,finance,8,2
7268,utility,31,3
17437,shopping,52,4
18627,other,26,8
45562,other,54,8
37819,news,5,1
68604,utility,27,5
62182,social,51,9
14587,other,66,13
35916,food,52,3
23863,other,23,9
18681,other,14,3
23814,other,27,3
30669,other,35,4
3873,travel,79,15
5696,other,48,15
54028,news,60,10
61628,shopping,14,1
20714,news,10,2
8596,other,84,9
47997,other,65,8
30708,news,63,13
48801,social,20,4
23635,other,79,11
67232,other,53,6
57432,other,71,18
55309,other,15,1
40453,utility,84,36
28475,other,57,22
23548,other,56,17
10501,news,24,7
19578,other,23,5
3961,other,17,4
14281,food,37,9
36573,other,42,25
49914,other,95,12
2651,other,12,2
44820,other,53,10
3206,other,38,7
47638,other,20,5
42599,health,78,19
40540,other,22,5
62188,social,34,3
48058,utility,8,3
12627,other,60,17
58765,other,41,11
16115,other,40,10
29293,other,33,7
52769,other,17,4
40295,other,39,9
66285,other,102,5
56371,other,37,7
68112,other,78,30
70468,other,23,4
36050,finance,14,5
5047,social,40,9
71183,shopping,34,7
37589,other,91,15
26659,social,7,1
61745,other,23,1
66922,other,40,7
58484,other,24,5
38721,other,18,4
40385,games,46,10
69614,other,65,14
53619,other,27,6
2241,utility,42,7
56254,other,21,1
47598,other,14,2
16396,other,12,1
36208,other,53,11
56261,travel,70,12
1291,other,113,36
2607,other,70,12
71546,other,62,19
28344,utility,20,2
51475,other,49,8
45641,news,126,28
29541,utility,61,22
54144,other,31,8
14460,other,121,20
6462,other,21,7
58057,other,22,3
57778,utility,50,8
71219,other,31,6
42762,travel,33,7
68566,other,46,5
71370,other,43,11
46594,other,88,6
1812,other,40,1
7660,utility,168,29
71648,other,25,6
59922,other,68,14
17073,finance,127,17
43440,utility,24,6
60642,other,53,18
31850,other,16,1
37268,other,25,6
39954,other,61,5
21121,other,19,3
26895,other,74,1
23925,shopping,38,7
43553,other,26,5
1297,other,23,6
40659,other,64,11
11752,other,31,2
14900,other,23,2
5218,shopping,25,2
56,other,18,5
9219,other,34,4
67060,other,91,4
40643,other,68,11
71174,other,56,14
3301,other,20,1
59328,other,29,1
3658,other,78,19
61890,other,18,1
36417,other,27,9
12519,other,18,3
10720,other,78,12
65065,productivity,71,1
17689,other,34,5
56923,games,169,17
19113,other,45,13
31915,other,18,5
54366,other,14,2
59497,other,19,5
40797,other,16,9
7021,other,25,1
40610,social,6,1
63907,other,50,21
66447,utility,44,9
46308,utility,65,14
53463,shopping,32,9
26229,utility,55,9
71772,other,51,7
70021,other,21,3
19365,other,49,9
68932,other,86,20
28730,games,14,1
20883,other,72,10
21521,other,84,11
11181,other,31,5
50054,games,17,7
16723,other,19,5
21975,travel,53,5
29678,other,41,20
18315,utility,13,3
45429,other,16,2
59035,other,72,19
36034,other,8,3
2139,other,52,7
1519,other,42,1
54431,other,34,6
64121,utility,44,5
1075,other,34,7
54803,other,80,12
28311,shopping,23,9
20358,other,21,1
39285,other,15,2
68161,other,77,15
22020,social,8,1
24552,other,24,3
5728,travel,71,12
12273,utility,29,11
54662,social,7,1
4527,other,18,6
64745,other,30,4
3939,other,18,6
56143,games,64,20
7386,other,25,2
8566,other,18,5
44630,other,9,1
52328,other,45,11
53835,other,64,12
57405,other,7,1
53677,other,9,2
9386,other,28,6
36020,other,43,3
55694,games,22,4
30577,other,62,11
39507,games,44,8
13486,shopping,69,20
4947,games,15,9
68841,games,32,6
13223,other,35,5
61025,utility,35,9
62047,other,28,12
69993,social,17,4
23550,other,40,3
67279,social,21,3
34976,other,86,17
260,other,19,5
2343,other,13,1
16135,other,22,3
1106,travel,54,14
38019,other,45,3
11854,other,54,8
10964,other,33,6
32586,other,28,4
22946,other,18,3
54959,other,44,6
54282,other,56,12
14233,utility,48,7
64917,other,15,5
16473,health,23,8
53954,other,62,11
69440,other,41,7
57894,other,19,5
62748,other,18,5
12931,travel,44,6
62908,social,20,4
43977,other,51,6
17249,other,81,16
31917,travel,22,8
31584,other,12,3
47193,other,48,4
8372,other,19,3
2279,other,20,3
51255,other,80,10
2391,other,42,11
45892,finance,71,8
36300,other,20,5
38431,social,12,2
18094,shopping,29,3
25586,other,23,1
24331,shopping,45,6
65862,social,15,2
33833,other,96,10
3166,other,65,12
21730,other,22,3
1099,social,11,2
36746,other,103,8
53237,other,62,16
62096,other,28,6
1080,other,18,7
35929,games,47,9
62263,other,227,23
40441,finance,30,4
24771,other,39,11
14416,other,100,23
53528,other,51,7
28676,other,7,1
52988,social,76,14
51196,other,26,4
34630,other,11,3
12926,travel,40,7
14495,other,33,7
67296,other,18,3
9639,other,17,1
62627,food,18,1
6071,other,115,7
49510,other,55,15
70026,other,28,2
16829,finance,15,2
57139,other,23,6
45547,other,38,7
8616,other,92,12
21587,other,63,22
2684,other,31,2
16349,other,22,5
49576,utility,60,14
31730,other,35,7
51653,other,11,5
71166,utility,41,6
35889,other,72,14
54834,other,80,10
60959,other,23,6
5595,news,41,10
18880,other,58,4
32271,other,53,10
21846,other,110,20
51963,other,45,12
60329,other,20,3
9164,social,71,14
31215,social,7,1
54126,other,28,3
67549,games,63,15
14505,other,14,2
65808,other,94,16
11157,other,21,3
50172,other,38,4
48654,games,56,11
769,other,82,26
61747,shopping,8,2
43877,other,61,14
67100,other,29,6
59057,other,6,1
25587,other,30,2
43374,other,57,8
48800,other,68,10
68229,other,118,3
62985,other,77,14
25598,social,7,1
11395,other,12,2
5067,other,32,8
69801,travel,37,17
18296,food,40,7
62414,games,62,7
25860,other,36,5
58803,other,36,7
68198,other,29,5
60050,utility,30,7
26309,news,37,7
65971,other,145,12
15315,other,26,10
13995,other,18,2
19197,other,47,6
34968,other,29,5
43082,other,43,2
29825,news,49,16
23573,other,50,2
20238,other,8,1
35042,other,25,5
23719,other,29,4
52414,other,32,10
12529,utility,61,23
25972,other,66,11
57977,other,22,3
49458,other,45,18
39491,other,34,9
58895,other,41,2
3204,news,23,4
18964,other,22,1
28651,other,18,12
3119,other,16,2
52549,other,18,5
60250,other,72,30
12659,health,38,8
445,other,32,5
7437,other,52,6
52875,other,80,15
29325,other,42,8
624,other,30,12
1157,other,20,1
25330,other,57,6
58461,news,57,4
64410,games,37,6
688,other,44,9
